date,SX5E
2003-09-25,-0.21582248269329346
2003-09-26,-0.22026637716080863
2003-09-29,-0.22653004823254788
2003-09-30,-0.2293688997351375
2003-10-01,-0.24547392268252047
2003-10-02,-0.22968554086427245
2003-10-03,-0.23136701444657545
2003-10-06,-0.20157727143542753
2003-10-07,-0.20863072555340004
2003-10-08,-0.2160881700775102
2003-10-09,-0.21708176810341653
2003-10-10,-0.1961579767080483
2003-10-13,-0.20086391900657166
2003-10-14,-0.18450048778138886
2003-10-15,-0.1885112754170987
2003-10-16,-0.181585205661422
2003-10-17,-0.18653863757811978
2003-10-20,-0.18907904571761658
2003-10-21,-0.18858406648126774
2003-10-22,-0.18568698212734303
2003-10-23,-0.20394662057412732
2003-10-24,-0.2115532867797838
2003-10-27,-0.2139226359184836
2003-10-28,-0.2030913255701419
2003-10-29,-0.1920343629228766
2003-10-30,-0.18713552430430538
2003-10-31,-0.18154881012933738
2003-11-03,-0.1802640478467553
2003-11-04,-0.15966053713373035
2003-11-05,-0.16123646367298838
2003-11-06,-0.16757656536210505
2003-11-07,-0.16146939507832916
2003-11-10,-0.15021589655780754
2003-11-11,-0.1591437205781307
2003-11-12,-0.16430096747450174
2003-11-13,-0.16129833607753202
2003-11-14,-0.15779344633779643
2003-11-17,-0.15045610706956505
2003-11-18,-0.17625689976425382
2003-11-19,-0.17698481040594344
2003-11-20,-0.18040235086867634
2003-11-21,-0.1825678850277029
2003-11-24,-0.17909939082005194
2003-11-25,-0.1594421639412235
2003-11-26,-0.16196801386788653
2003-11-27,-0.16406075696274422
2003-11-28,-0.15811736657334843
2003-12-01,-0.16009000441232735
2003-12-02,-0.14402137699702883
2003-12-03,-0.14680563520149167
2003-12-04,-0.13696428332584776
2003-12-05,-0.1371753774119379
2003-12-08,-0.1449676608312253
2003-12-09,-0.15246877999383696
2003-12-10,-0.14474928763871844
2003-12-11,-0.14907671640356324
2003-12-12,-0.1403490678097046
2003-12-15,-0.14010157819153018
2003-12-16,-0.13523185599862655
2003-12-17,-0.13582510317160362
2003-12-18,-0.13760120513732618
2003-12-19,-0.12942312907794332
2003-12-22,-0.12559067954944736
2003-12-23,-0.12965606048328396
2003-12-24,-0.12693367468336475
2003-12-29,-0.1256598310604079
2003-12-30,-0.11869736577264675
2003-12-31,-0.11655366893287068
2004-01-02,-0.1127066611915411
2004-01-05,-0.09927670985236747
2004-01-06,-0.0954515394302884
2004-01-07,-0.09623768292331332
2004-01-08,-0.10475059787787344
2004-01-09,-0.09062549187588627
2004-01-12,-0.09833042601817099
2004-01-13,-0.10061606543307633
2004-01-14,-0.0976716668874419
2004-01-15,-0.08767381422383479
2004-01-16,-0.08353928177903766
2004-01-19,-0.07438216590658221
2004-01-20,-0.06929407052117173
2004-01-21,-0.07670420085357217
2004-01-22,-0.07150691887190816
2004-01-23,-0.06496300220311842
2004-01-26,-0.06470823347852711
2004-01-27,-0.07128490612619294
2004-01-28,-0.0677254230883306
2004-01-29,-0.06316506291814501
2004-01-30,-0.07652222319314976
2004-02-02,-0.08414708716484853
2004-02-03,-0.07877146707597064
2004-02-04,-0.08337186233144904
2004-02-05,-0.0911386688782774
2004-02-06,-0.0924416289269018
2004-02-09,-0.086148841429495
2004-02-10,-0.07255511019594127
2004-02-11,-0.06893011520032691
2004-02-12,-0.065341515736797
2004-02-13,-0.06335795923819285
2004-02-16,-0.07623105893647385
2004-02-17,-0.07022215658932607
2004-02-18,-0.06367460036732779
2004-02-19,-0.06287025910826075
2004-02-20,-0.050000798963188264
2004-02-23,-0.060406281586141364
2004-02-24,-0.05927802009152247
2004-02-25,-0.07435304948091466
2004-02-26,-0.07200917721467405
2004-02-27,-0.06798383136613043
2004-03-01,-0.06447530207318648
2004-03-02,-0.05523811603014508
2004-03-03,-0.045025529727239645
2004-03-04,-0.05224276373959226
2004-03-05,-0.04284543735537913
2004-03-08,-0.04538584549487593
2004-03-09,-0.04026135457738099
2004-03-10,-0.05360395663955178
2004-03-11,-0.05373862010826449
2004-03-12,-0.08600689885436558
2004-03-15,-0.08600325930115704
2004-03-16,-0.11435537879496802
2004-03-17,-0.10814994057456405
2004-03-18,-0.09045443287508911
2004-03-19,-0.1123427058706963
2004-03-22,-0.10935827223976873
2004-03-23,-0.13037669201855667
2004-03-24,-0.12980528216483045
2004-03-25,-0.1340380825462555
2004-03-26,-0.11570201348209393
2004-03-29,-0.11158203925013058
2004-03-30,-0.09923303521386613
2004-03-31,-0.10145316267101946
2004-04-01,-0.1029417399332748
2004-04-02,-0.09121873904886335
2004-04-05,-0.06742334017202943
2004-04-06,-0.05985306949845725
2004-04-07,-0.07472064435496784
2004-04-08,-0.07952485459011947
2004-04-13,-0.07694441136532969
2004-04-14,-0.06566543597234901
2004-04-15,-0.07778514815648119
2004-04-16,-0.07854217522383837
2004-04-19,-0.07402185013894594
2004-04-20,-0.07682794566265945
2004-04-21,-0.06970897958693477
2004-04-22,-0.07820369677545276
2004-04-23,-0.07012752820590633
2004-04-26,-0.06411134675234166
2004-04-27,-0.06707030351080986
2004-04-28,-0.06751796855544899
2004-04-29,-0.08504241725412678
2004-04-30,-0.09607026347572468
2004-05-03,-0.10294537948648316
2004-05-04,-0.0960375074968486
2004-05-05,-0.09849420591255109
2004-05-06,-0.08988302302136286
2004-05-07,-0.11085776816164948
2004-05-10,-0.11409333096395982
2004-05-11,-0.14025807897949338
2004-05-12,-0.1271120127905788
2004-05-13,-0.14202690183879924
2004-05-14,-0.13023474944342725
2004-05-17,-0.13663308398387905
2004-05-18,-0.1493969970859067
2004-05-19,-0.14361010748447414
2004-05-20,-0.12404022988264854
2004-05-21,-0.1316723729607642
2004-05-24,-0.13570863746893322
2004-05-25,-0.12893542894801122
2004-05-26,-0.13501712235932806
2004-05-27,-0.1240038343505641
2004-05-28,-0.11585123516364025
2004-05-31,-0.12137971648727298
2004-06-01,-0.11672472793366784
2004-06-02,-0.12994722473995987
2004-06-03,-0.12381093803051627
2004-06-04,-0.12141975157256596
2004-06-07,-0.11008254332824999
2004-06-08,-0.09845781038046664
2004-06-09,-0.09825763495400193
2004-06-10,-0.10297813546535925
2004-06-11,-0.0983231469117541
2004-06-14,-0.09946232706599824
2004-06-15,-0.11321255908751535
2004-06-16,-0.10360049906400388
2004-06-17,-0.09578637832546566
2004-06-18,-0.09578273877225729
2004-06-21,-0.09035980449166955
2004-06-22,-0.09236155875631602
2004-06-23,-0.10478335385674953
2004-06-24,-0.10070705426328752
2004-06-25,-0.09025425744862457
2004-06-28,-0.09152446151837289
2004-06-29,-0.0838158878228798
2004-06-30,-0.08798317624655284
2004-07-01,-0.0943560339145456
2004-07-02,-0.09597927464551348
2004-07-05,-0.10421558355623164
2004-07-06,-0.10387710510784587
2004-07-07,-0.11116713018436754
2004-07-08,-0.1113782242704575
2004-07-09,-0.10680330588743815
2004-07-12,-0.10703259773957041
2004-07-13,-0.11290319706479729
2004-07-14,-0.1117822146765953
2004-07-15,-0.114850358031317
2004-07-16,-0.12909192973597458
2004-07-19,-0.12995450384637675
2004-07-20,-0.13562492774513893
2004-07-21,-0.1318143155358938
2004-07-22,-0.12426224262836393
2004-07-23,-0.14190315702971196
2004-07-26,-0.14445084427562563
2004-07-27,-0.1563994974589608
2004-07-28,-0.1455281520253263
2004-07-29,-0.14716595096912796
2004-07-30,-0.1283749377539102
2004-08-02,-0.12748688677104886
2004-08-03,-0.13614538385394695
2004-08-04,-0.13025294720946956
2004-08-05,-0.1405055685976678
2004-08-06,-0.13869307109986062
2004-08-09,-0.16438103764508769
2004-08-10,-0.17244628755500868
2004-08-11,-0.16411171070766242
2004-08-12,-0.1731996750691575
2004-08-13,-0.17525602263193057
2004-08-16,-0.1784442712425312
2004-08-17,-0.16945093526445587
2004-08-18,-0.1648942146474788
2004-08-19,-0.16121826590694624
2004-08-20,-0.1600026551353245
2004-08-23,-0.16209539823018218
2004-08-24,-0.14848710878379467
2004-08-25,-0.14965540536370653
2004-08-26,-0.14764273243943465
2004-08-27,-0.13890780473915912
2004-08-30,-0.13313547335056033
2004-08-31,-0.13585785915047954
2004-09-01,-0.14541532587586442
2004-09-02,-0.13781593877662468
2004-09-03,-0.13072244957335935
2004-09-06,-0.1204334326530765
2004-09-07,-0.11717239297830696
2004-09-08,-0.11588399114251634
2004-09-09,-0.11769284908711498
2004-09-10,-0.12359620439121795
2004-09-13,-0.11809319994004425
2004-09-14,-0.10535840326368431
2004-09-15,-0.10869951310903964
2004-09-16,-0.11158203925013058
2004-09-17,-0.11081045396993962
2004-09-20,-0.10252319131430324
2004-09-21,-0.10708719103769718
2004-09-22,-0.10178436201298818
2004-09-23,-0.11306333740596904
2004-09-24,-0.12188197483003886
2004-09-27,-0.12020414080094423
2004-09-28,-0.12564891240078263
2004-09-29,-0.12252253619472564
2004-09-30,-0.11791122227962184
2004-10-01,-0.12521216601576876
2004-10-04,-0.0998153637272178
2004-10-05,-0.08985026704248678
2004-10-06,-0.08742632460566037
2004-10-07,-0.08678576324097342
2004-10-08,-0.08578852566185871
2004-10-11,-0.09241251250123425
2004-10-12,-0.09331876125013792
2004-10-13,-0.10273064584718467
2004-10-14,-0.10120203349963652
2004-10-15,-0.10711266791015621
2004-10-18,-0.10807350995718663
2004-10-19,-0.10980593728440785
2004-10-20,-0.09795555203770076
2004-10-21,-0.10957664543227558
2004-10-22,-0.10329113704128566
2004-10-25,-0.10243220248409203
2004-10-26,-0.12227504657655124
2004-10-27,-0.12045526997232717
2004-10-28,-0.10306548474236192
2004-10-29,-0.09164092722104328
2004-11-01,-0.09412310250920497
2004-11-02,-0.08600325930115704
2004-11-03,-0.07831288337170626
2004-11-04,-0.07630385000064291
2004-11-05,-0.07672603817282284
2004-11-08,-0.07116480087031402
2004-11-09,-0.07200917721467405
2004-11-10,-0.07475703988705244
2004-11-11,-0.07194366525692204
2004-11-12,-0.060562782374104736
2004-11-15,-0.059281659644731
2004-11-16,-0.0626628045753793
2004-11-17,-0.06963254896955734
2004-11-18,-0.05389876044943623
2004-11-19,-0.055729455713285546
2004-11-22,-0.06451169760527092
2004-11-23,-0.06942509443667591
2004-11-24,-0.07040777380295683
2004-11-25,-0.07042233201579061
2004-11-26,-0.060479072650310425
2004-11-29,-0.06237527987191191
2004-11-30,-0.06521413137450136
2004-12-01,-0.07058611191017088
2004-12-02,-0.0571852769966648
2004-12-03,-0.05226460105884293
2004-12-06,-0.057774884616433354
2004-12-07,-0.060351688288014606
2004-12-08,-0.05528543022185495
2004-12-09,-0.0574655225937153
2004-12-10,-0.06635331152874566
2004-12-13,-0.06055186371447932
2004-12-14,-0.05164587701340682
2004-12-15,-0.0495822503442167
2004-12-16,-0.05400794704568957
2004-12-17,-0.05120913062839294
2004-12-20,-0.0650940261186226
2004-12-21,-0.059722045582953236
2004-12-22,-0.05733449867821112
2004-12-23,-0.048257452976341625
2004-12-24,-0.04346052184760688
2004-12-27,-0.043373172570604204
2004-12-28,-0.045920859816517896
2004-12-29,-0.041935549053267095
2004-12-30,-0.04264890148212294
2004-12-31,-0.043344056144936645
2005-01-03,-0.043427765868730796
2005-01-04,-0.03650897521947098
2005-01-05,-0.03610862436654172
2005-01-06,-0.04481807519435804
2005-01-07,-0.03788472633226445
2005-01-10,-0.03294221307519175
2005-01-11,-0.033892136462596756
2005-01-12,-0.044053769020583965
2005-01-13,-0.05325455953154075
2005-01-14,-0.04877426953194112
2005-01-17,-0.04444320121388798
2005-01-18,-0.0390421042525509
2005-01-19,-0.03927139610468317
2005-01-20,-0.040192203066420455
2005-01-21,-0.048268371635966874
2005-01-24,-0.04711827282209732
2005-01-25,-0.04822469699746554
2005-01-26,-0.04066170543031025
2005-01-27,-0.04145512802975205
2005-01-28,-0.036221450516003596
2005-01-31,-0.041651663903008236
2005-02-01,-0.031206146194762
2005-02-02,-0.022376590111066918
2005-02-03,-0.017463193279661938
2005-02-04,-0.02181609891696592
2005-02-07,-0.012083933637575529
2005-02-08,-0.006682836676238614
2005-02-09,-0.0052561318185269205
2005-02-10,-0.009452536667867523
2005-02-11,-0.009583560583371701
2005-02-14,0.003547947392709129
2005-02-15,0.0019756604066596428
2005-02-16,0.006048320446912956
2005-02-17,-0.0006484574566314734
2005-02-18,-0.0010888433948537104
2005-02-21,0.000621746613116845
2005-02-22,-0.0024354780819796184
2005-02-23,-0.009132255985524213
2005-02-24,-0.015377729291221153
2005-02-25,-0.016571502743592047
2005-02-28,-0.002770316977156873
2005-03-01,-0.004371720388873918
2005-03-02,0.0029510606665236823
2005-03-03,0.004505149886531027
2005-03-04,0.0028309554106449204
2005-03-07,0.013294670884933298
2005-03-08,0.016089847749021405
2005-03-09,0.009829816230490684
2005-03-10,0.004243102055522669
2005-03-11,-0.00606775218401086
2005-03-14,-0.0036292515343505126
2005-03-15,-0.0034982276188464992
2005-03-16,0.004876384313792731
2005-03-17,-0.013903710241799594
2005-03-18,-0.011112172930919852
2005-03-21,-0.006111426822512198
2005-03-22,-0.011716338763522353
2005-03-23,-0.0072396883171310855
2005-03-24,-0.01218584112741215
2005-03-29,-0.0035164253848886406
2005-03-30,-0.00035729319995572213
2005-03-31,-0.005125107903022741
2005-04-01,-0.005314364669862038
2005-04-04,-0.003356285043716903
2005-04-05,-0.010249598820517684
2005-04-06,-0.002278977294016243
2005-04-07,0.002146719407456632
2005-04-08,0.0074204320064978945
2005-04-11,0.00676531242897733
2005-04-12,0.0037372041595484257
2005-04-13,-0.0018749868878786193
2005-04-14,0.0037153668402977566
2005-04-15,0.001819159618696267
2005-04-18,-0.02057865082609352
2005-04-19,-0.044599702001851184
2005-04-20,-0.041113010028157905
2005-04-21,-0.04585898741197425
2005-04-22,-0.043671615933696846
2005-04-25,-0.034190579825689564
2005-04-26,-0.030310816105483744
2005-04-27,-0.03170476498431952
2005-04-28,-0.0464813510106189
2005-04-29,-0.050757826030545454
2005-05-02,-0.05103807162759595
2005-05-03,-0.04412656008475287
2005-05-04,-0.03921316325334789
2005-05-05,-0.03249818758376115
2005-05-06,-0.02395251665032493
2005-05-09,-0.0185878152210723
2005-05-10,-0.02301351192254534
2005-05-11,-0.03163197392015046
2005-05-12,-0.036334276665465466
2005-05-13,-0.028112525967581084
2005-05-16,-0.027592069858773063
2005-05-17,-0.02990682569934612
2005-05-18,-0.031479112685395605
2005-05-19,-0.012386016553876698
2005-05-20,-0.006748348633990621
2005-05-23,-0.007236048763922724
2005-05-24,0.00023595397302136298
2005-05-25,-0.0013763680983210995
2005-05-26,-0.003818508301189809
2005-05-27,0.005731679317778008
2005-05-30,0.004974652250420823
2005-05-31,0.009538651973814767
2005-06-01,0.0023177784082536214
2005-06-02,0.020217101087401636
2005-06-03,0.02209147098975246
2005-06-06,0.01599157981239331
2005-06-07,0.010506773127261917
2005-06-08,0.023470861655754287
2005-06-09,0.020111554044356654
2005-06-10,0.019143432890909338
2005-06-13,0.026757378202982855
2005-06-14,0.03257338423008298
2005-06-15,0.03367616885224283
2005-06-16,0.028104012890108766
2005-06-17,0.03266801261350271
2005-06-20,0.03936115096383878
2005-06-21,0.03341412102123448
2005-06-22,0.039776060029601816
2005-06-23,0.04067139011888007
2005-06-24,0.043845080516646935
2005-06-27,0.03299921195547143
2005-06-28,0.02262648531139426
2005-06-29,0.03336316727631625
2005-06-30,0.03939026738950634
2005-07-01,0.04047485424562388
2005-07-04,0.05032712478089303
2005-07-05,0.052871172473598196
2005-07-06,0.050072356056301566
2005-07-07,0.055968432253987635
2005-07-08,0.03629664716232542
2005-07-11,0.05614313080799316
2005-07-12,0.06408099635561851
2005-07-13,0.06041596627471118
2005-07-14,0.06927463878407399
2005-07-15,0.07529082023763865
2005-07-18,0.0758403927721144
2005-07-19,0.07503241195983883
2005-07-20,0.0887062133639785
2005-07-21,0.08500114819777838
2005-07-22,0.0835598851272329
2005-07-25,0.0810121978813192
2005-07-26,0.08295935884783892
2005-07-27,0.08467358840901801
2005-07-28,0.08753427723085828
2005-07-29,0.0956177249068216
2005-08-01,0.09323745710849654
2005-08-02,0.09102824831096847
2005-08-03,0.10175401161626503
2005-08-04,0.09946837220135969
2005-08-05,0.08745420706027233
2005-08-08,0.07648823324321807
2005-08-09,0.08082658066768827
2005-08-10,0.09497716354213465
2005-08-11,0.10937159648154708
2005-08-12,0.10330082172985548
2005-08-15,0.09601807575975087
2005-08-16,0.09317558470395289
2005-08-17,0.086289550033569
2005-08-18,0.08293388197537974
2005-08-19,0.07770748356804834
2005-08-22,0.09384162294109888
2005-08-23,0.09466780151941659
2005-08-24,0.08332695372189226
2005-08-25,0.08149625845804279
2005-08-26,0.0684921348442576
2005-08-29,0.05596479270077911
2005-08-30,0.06173712408937789
2005-08-31,0.05960434590922724
2005-09-01,0.0704065398319014
2005-09-02,0.07714335282073881
2005-09-05,0.07427902444569016
2005-09-06,0.0846990652814772
2005-09-07,0.09880233396421371
2005-09-08,0.10159023172188493
2005-09-09,0.10056023816389413
2005-09-12,0.1052989364412936
2005-09-13,0.103475520283861
2005-09-14,0.0928880600004855
2005-09-15,0.09777961951263965
2005-09-16,0.09779053817226506
2005-09-19,0.10781750726153973
2005-09-20,0.10407240701004662
2005-09-21,0.11117317531972884
2005-09-22,0.09333572504512463
2005-09-23,0.08805109378645795
2005-09-26,0.09507179192555439
2005-09-27,0.12032301208576739
2005-09-28,0.11424859778086743
2005-09-29,0.1306920991766362
2005-09-30,0.12462496397815315
2005-10-03,0.13036089983466748
2005-10-04,0.1379420891678649
2005-10-05,0.14336138389524414
2005-10-06,0.1268414518820981
2005-10-07,0.11421584180199151
2005-10-10,0.11055809082750108
2005-10-11,0.11313125494587396
2005-10-12,0.11542053391398784
2005-10-13,0.10537172750546249
2005-10-14,0.09502447773384451
2005-10-17,0.10163390636038627
2005-10-18,0.1042507451172605
2005-10-19,0.0962510071650915
2005-10-20,0.07616795256087476
2005-10-21,0.07804960156964248
2005-10-24,0.07305249501444319
2005-10-25,0.08727586895305846
2005-10-26,0.08086661575298125
2005-10-27,0.08514309077290781
2005-10-28,0.06216659136797471
2005-10-31,0.06392813512086366
2005-11-01,0.09092270126792348
2005-11-02,0.08812024529741831
2005-11-03,0.09109376026872047
2005-11-04,0.10602320752977469
2005-11-07,0.1037084516892018
2005-11-08,0.10645631436158004
2005-11-09,0.10606324261506767
2005-11-10,0.10388678979641568
2005-11-11,0.10580847389047637
2005-11-14,0.12225197528624497
2005-11-15,0.12442114899848007
2005-11-16,0.12506534991637538
2005-11-17,0.11692366938907695
2005-11-18,0.12148402955926237
2005-11-21,0.12987683925794374
2005-11-22,0.13818593923283096
2005-11-23,0.13836791689325337
2005-11-24,0.14598186220532672
2005-11-25,0.1415124908653525
2005-11-28,0.144034701238807
2005-11-29,0.13931420072744985
2005-11-30,0.14315756891557105
2005-12-01,0.1371159105895472
2005-12-02,0.1569405569159641
2005-12-05,0.16353542732967205
2005-12-06,0.15616169252935624
2005-12-07,0.16250907332488979
2005-12-08,0.15832358713517444
2005-12-09,0.16015792195223227
2005-12-12,0.156671229978539
2005-12-13,0.16150091708614966
2005-12-14,0.16669455951460516
2005-12-15,0.16333889145641586
2005-12-16,0.16449626937670248
2005-12-19,0.17703816973301476
2005-12-20,0.17497818261703302
2005-12-21,0.17862137537868966
2005-12-22,0.18984211792033523
2005-12-23,0.18950727902515796
2005-12-27,0.19258270148629658
2005-12-28,0.19721949227385957
2005-12-29,0.1946390490490698
2005-12-30,0.19871898819574016
2006-01-02,0.18510705919614412
2006-01-03,0.1943515243456024
2006-01-04,0.19799471710725908
2006-01-05,0.2118686939378633
2006-01-06,0.21106071312558772
2006-01-09,0.21715696474973836
2006-01-10,0.21890031073658517
2006-01-11,0.20913174992511033
2006-01-12,0.21774657236950706
2006-01-13,0.21832526132965022
2006-01-16,0.20342129094105518
2006-01-17,0.2089388536050625
2006-01-18,0.19644062788725172
2006-01-19,0.18191881058554366
2006-01-20,0.19030798073101649
2006-01-23,0.17486899602077965
2006-01-24,0.17250692598849673
2006-01-25,0.16827412560707153
2006-01-26,0.1847685807477585
2006-01-27,0.20785062719573658
2006-01-30,0.22388649863215904
2006-01-31,0.22098941427823432
2006-02-01,0.2260447536847687
2006-02-02,0.23948562368356777
2006-02-03,0.22081835527743732
2006-02-06,0.22133881138624534
2006-02-07,0.22273639981828947
2006-02-08,0.22218318773060536
2006-02-09,0.21875108905503868
2006-02-10,0.23892877204267512
2006-02-13,0.2275806451387339
2006-02-14,0.2391653430012243
2006-02-15,0.24172030935355487
2006-02-16,0.2400133588987927
2006-02-17,0.24972368685893223
2006-02-20,0.2538109051120195
2006-02-21,0.25346150800400846
2006-02-22,0.25810921745119686
2006-02-23,0.2722925563045192
2006-02-24,0.27040362818933456
2006-02-27,0.2750295003172722
2006-02-28,0.2803286897887726
2006-03-01,0.2562894408469728
2006-03-02,0.2677613125600013
2006-03-03,0.2523660024882657
2006-03-06,0.24152741303350705
2006-03-07,0.24885019408890482
2006-03-08,0.2456219103930112
2006-03-09,0.2393473206616467
2006-03-10,0.2501822705631968
2006-03-13,0.26500617078120603
2006-03-14,0.27465462633680193
2006-03-15,0.27775188611719137
2006-03-16,0.2809110183021243
2006-03-17,0.2800193277660546
2006-03-20,0.27736973303030427
2006-03-21,0.28088918098287363
2006-03-22,0.2830983897804017
2006-03-23,0.2904903223467598
2006-03-24,0.2874512954177057
2006-03-27,0.2913674546699958
2006-03-28,0.2757319340865026
2006-03-29,0.2696502406751858
2006-03-30,0.27513868691352567
