date,SHSZ300
2003-01-02,0.05078896340704108
2003-01-03,0.05050037852058737
2003-01-06,0.05274580613025459
2003-01-07,0.05210143165776203
2003-01-08,0.058072766876780174
2003-01-09,0.06209318919901883
2003-01-10,0.059999960467823764
2003-01-13,0.06054352789093862
2003-01-14,0.07270757851584349
2003-01-15,0.07114605755489538
2003-01-16,0.07478697098535929
2003-01-17,0.07369983613912956
2003-01-20,0.0744568773138677
2003-01-21,0.06999171800908056
2003-01-22,0.07047401055904426
2003-01-23,0.06910224404398352
2003-01-24,0.073067321319505
2003-01-27,0.0761567608916087
2003-01-28,0.07685648041081836
2003-01-29,0.07700274946285654
2003-02-10,0.0736148419602425
2003-02-11,0.07575550930290936
2003-02-12,0.07842590780701182
2003-02-13,0.07724784895546107
2003-02-14,0.0782084808377659
2003-02-17,0.0764295329075718
2003-02-18,0.07647697151904365
2003-02-19,0.07877774417542797
2003-02-20,0.07849508911540828
2003-02-21,0.07384610519116774
2003-02-24,0.07411492398950817
2003-02-25,0.07843579085106844
2003-02-26,0.07834684345455878
2003-02-27,0.0785563639885594
2003-02-28,0.0782401065787471
2003-03-03,0.08012776799356418
2003-03-04,0.07992417728599753
2003-03-05,0.07903667992971182
2003-03-06,0.07598281931621197
2003-03-07,0.07525147405602105
2003-03-10,0.07118163651349928
2003-03-11,0.07111245520510281
2003-03-12,0.07202564847593579
2003-03-13,0.07059063047891256
2003-03-14,0.0710748996376876
2003-03-17,0.07139511026512255
2003-03-18,0.07031983507176078
2003-03-19,0.07159277114625523
2003-03-20,0.0707289930957054
2003-03-21,0.07261863111933382
2003-03-24,0.07305743827544837
2003-03-25,0.07077643170717725
2003-03-26,0.06980789338962716
2003-03-27,0.07577132217339996
2003-03-28,0.07535425771421005
2003-03-31,0.07849904233303093
2003-04-01,0.08015741712573406
2003-04-02,0.0800407972058658
2003-04-03,0.07853264468282345
2003-04-04,0.08015741712573406
2003-04-07,0.07904260975614578
2003-04-08,0.07976407197228003
2003-04-09,0.08401180430782124
2003-04-10,0.08641931384001725
2003-04-11,0.09032509285119891
2003-04-14,0.09655338721568953
2003-04-15,0.09868417151429977
2003-04-16,0.09607702449215977
2003-04-17,0.09679058027304875
2003-04-18,0.09534765584078023
2003-04-21,0.09024800510755715
2003-04-22,0.09026184136923647
2003-04-23,0.08619991026195999
2003-04-24,0.07919283202580663
2003-04-25,0.07656394230674204
2003-04-28,0.08551798022205225
2003-04-29,0.08174068078360679
2003-04-30,0.08339707896749864
2003-05-12,0.08564250657716581
2003-05-13,0.0787480950432581
2003-05-14,0.08401971074306654
2003-05-15,0.09000290561495264
2003-05-16,0.09017882379916073
2003-05-19,0.090495081208973
2003-05-20,0.08762306860611523
2003-05-21,0.08716647197069875
2003-05-22,0.0894217826244226
2003-05-23,0.09203881269061923
2003-05-26,0.09382171383843596
2003-05-27,0.09401739811075731
2003-05-28,0.09085680062144583
2003-05-29,0.09423284847119191
2003-05-30,0.09543857984610123
2003-06-02,0.09536346871127083
2003-06-03,0.09243018123526194
2003-06-04,0.0945629421426835
2003-06-05,0.09122247325154126
2003-06-06,0.08776736104934207
2003-06-09,0.08521753568273059
2003-06-10,0.0865556998479988
2003-06-11,0.09097144393250277
2003-06-12,0.09003057813831122
2003-06-13,0.09078366609542671
2003-06-16,0.09004046118236785
2003-06-17,0.08912331469391226
2003-06-18,0.08868846075542036
2003-06-19,0.08611096286545028
2003-06-20,0.08432806171763355
2003-06-23,0.0818138153096259
2003-06-24,0.08244237691162778
2003-06-25,0.08076621263962273
2003-06-26,0.08310651747223359
2003-06-27,0.07960001344093992
2003-06-30,0.07837649258672864
2003-07-01,0.0785049721594649
2003-07-02,0.08102514839390652
2003-07-03,0.08166161643115374
2003-07-04,0.08142442337379452
2003-07-07,0.08184148783298445
2003-07-08,0.08337731287938534
2003-07-09,0.08178614278626731
2003-07-10,0.08692927891333953
2003-07-11,0.0865556998479988
2003-07-14,0.08559902118331662
2003-07-15,0.08624537226462047
2003-07-16,0.08734041354609552
2003-07-17,0.08921819191685595
2003-07-18,0.08371728959493355
2003-07-21,0.08185334748585245
2003-07-22,0.08247795587023167
2003-07-23,0.08329627191812097
2003-07-24,0.08163196729898382
2003-07-25,0.07919085541699529
2003-07-28,0.07809976735314293
2003-07-29,0.0794063057774299
2003-07-30,0.07980162753969525
2003-07-31,0.07999533520320527
2003-08-01,0.08068714828716964
2003-08-04,0.08342079827323454
2003-08-05,0.08321918417447921
2003-08-06,0.08201147619075858
2003-08-07,0.08201740601719255
2003-08-08,0.07908016532356096
2003-08-11,0.07988859832739363
2003-08-12,0.08061203715233921
2003-08-13,0.07758782567100928
2003-08-14,0.0761409480211181
2003-08-15,0.07576143912934334
2003-08-18,0.07510322839517154
2003-08-19,0.07582864382892848
2003-08-20,0.07464663175975507
2003-08-21,0.07443908783456578
2003-08-22,0.0738065730149412
2003-08-25,0.07101362476453647
2003-08-26,0.0714148763532358
2003-08-27,0.07123105173378244
2003-08-28,0.0694481505859657
2003-08-29,0.07126465408357496
2003-09-01,0.07546297119883301
2003-09-02,0.07496684238719
2003-09-03,0.07519217579168126
2003-09-04,0.07480871368228385
2003-09-05,0.07232016318882348
2003-09-08,0.07111838503153678
2003-09-09,0.06997590513858992
2003-09-10,0.0707645720543093
2003-09-11,0.07094049023851741
2003-09-12,0.06842031400407579
2003-09-15,0.06608396238908752
2003-09-16,0.06753874647422405
2003-09-17,0.06508379833055619
2003-09-18,0.06523797381783968
2003-09-19,0.06547714348401022
2003-09-22,0.06386620730277894
2003-09-23,0.06508182172174487
2003-09-24,0.06571433654136943
2003-09-25,0.06298661638173852
2003-09-26,0.06192122423243338
2003-09-29,0.05900572623572641
2003-09-30,0.06109895496692148
2003-10-08,0.0619152944059994
2003-10-09,0.06142114220316772
2003-10-10,0.06668880468535354
2003-10-13,0.06596931907803058
2003-10-14,0.06409549392489282
2003-10-15,0.06344716623477764
2003-10-16,0.06055143432618392
2003-10-17,0.061288709412808805
2003-10-20,0.059758814192841896
2003-10-21,0.06058503667597649
2003-10-22,0.06617686300321989
2003-10-23,0.06437419576728991
2003-10-24,0.06364680372472165
2003-10-27,0.06175518909228195
2003-10-28,0.06180262770375379
2003-10-29,0.06032412431288137
2003-10-30,0.05786917616921352
2003-10-31,0.058031258091742303
2003-11-03,0.060375516141975866
2003-11-04,0.06466278065374362
2003-11-05,0.06342542353785306
2003-11-06,0.05947418252401088
2003-11-07,0.056481596783662144
2003-11-10,0.05732165552847601
2003-11-11,0.05749164388625014
2003-11-12,0.053621443833672316
2003-11-13,0.05409582994839075
2003-11-14,0.05573839187060328
2003-11-17,0.05493193547558198
2003-11-18,0.05197888191145979
2003-11-19,0.0553489999347719
2003-11-20,0.0614923001203755
2003-11-21,0.058792252484103136
2003-11-24,0.06514111998608466
2003-11-25,0.06592188046655874
2003-11-26,0.06665915555318362
2003-11-27,0.06285418359137962
2003-11-28,0.06422792671525172
2003-12-01,0.06927618561938026
2003-12-02,0.06925444292245568
2003-12-03,0.07005892270866566
2003-12-04,0.0712804669540656
2003-12-05,0.07088712180061159
2003-12-08,0.06846972922435896
2003-12-09,0.06942838449785241
2003-12-10,0.07247236206729564
2003-12-11,0.07246247902323902
2003-12-12,0.07216203448391731
2003-12-15,0.07247038545848432
2003-12-16,0.07122116868972578
2003-12-17,0.06945408041239969
2003-12-18,0.07024274732811907
2003-12-19,0.06831357712826415
2003-12-22,0.07459919314828323
2003-12-23,0.0757140005178715
2003-12-24,0.0779376854306141
2003-12-25,0.07729133434931025
2003-12-26,0.07718459747349862
2003-12-29,0.07535228110539871
2003-12-30,0.0769039190222902
2003-12-31,0.07446083053149034
2004-01-02,0.07641174342826984
2004-01-05,0.08349986262568762
2004-01-06,0.08560692761856196
2004-01-07,0.08859951335891066
2004-01-08,0.09217124548097809
2004-01-09,0.08862718588226924
2004-01-12,0.09421505899188999
2004-01-13,0.09391856767019098
2004-01-14,0.09091016905935165
2004-01-15,0.0900523208352358
2004-01-16,0.09216333904573279
2004-01-29,0.0976286624090513
2004-01-30,0.09157628622876875
2004-02-02,0.09670360948535037
2004-02-03,0.09941749338330201
2004-02-04,0.10492432553165834
2004-02-05,0.10591065332851039
2004-02-06,0.10460016168660077
2004-02-09,0.1088735899366892
2004-02-10,0.10773111004374235
2004-02-11,0.10608854812152982
2004-02-12,0.1042918107120338
2004-02-13,0.1036355765866733
2004-02-16,0.10975515746654095
2004-02-17,0.11115261989614895
2004-02-18,0.11332491297979706
2004-02-19,0.11226149743930329
2004-02-20,0.11327352115070258
2004-02-23,0.10697604547781554
2004-02-24,0.10639689909609679
2004-02-25,0.1010857512200618
2004-02-26,0.10235473407693355
2004-02-27,0.1054678929547732
2004-03-01,0.10849210443610317
2004-03-02,0.10775680595828961
2004-03-03,0.1034122197909934
2004-03-04,0.10512000980397969
2004-03-05,0.10352093327561636
2004-03-08,0.09868614812311109
2004-03-09,0.09806746956516585
2004-03-10,0.1041593779216749
2004-03-11,0.10669932024422978
2004-03-12,0.10683175303458868
2004-03-15,0.11299284269949421
2004-03-16,0.11411753311313909
2004-03-17,0.1146413344481407
2004-03-18,0.10952982406204972
2004-03-19,0.11376174352710029
2004-03-22,0.11494375559627369
2004-03-23,0.11296121695851295
2004-03-24,0.11214092430181233
2004-03-25,0.11223777813356735
2004-03-26,0.11236032787986963
2004-03-29,0.10943890005672868
2004-03-30,0.1095080813651251
2004-03-31,0.11205790673173664
2004-04-01,0.11436658582336631
2004-04-02,0.11620285540908887
2004-04-05,0.11542209492861479
2004-04-06,0.11709430598299722
2004-04-07,0.11676618892031697
2004-04-08,0.11558022363352091
2004-04-09,0.10915822160552027
2004-04-12,0.1080513206711773
2004-04-13,0.10590670011088775
2004-04-14,0.10160757594625204
2004-04-15,0.09899252248886674
2004-04-16,0.10140991506511937
2004-04-19,0.09763854545310792
2004-04-20,0.09548206523995041
2004-04-21,0.09322082475979264
2004-04-22,0.09456096553387218
2004-04-23,0.09058402860548272
2004-04-26,0.09071053156940764
2004-04-27,0.08821802785832457
2004-04-28,0.086986600568868
2004-04-29,0.08214193237230612
2004-04-30,0.08335161696483812
2004-05-10,0.07680311197291254
2004-05-11,0.07798710065089727
2004-05-12,0.08341091522917791
2004-05-13,0.08233564003581614
2004-05-14,0.07693554476327145
2004-05-17,0.07454977792800006
2004-05-18,0.07740004783393321
2004-05-19,0.07739411800749925
2004-05-20,0.0758385268729851
2004-05-21,0.07732098348148017
2004-05-24,0.07565667886234304
2004-05-25,0.07109466572580088
2004-05-26,0.07214226839580405
2004-05-27,0.07721622321447986
2004-05-28,0.07584050348179643
2004-05-31,0.07685252719319571
2004-06-01,0.08026613061035702
2004-06-02,0.07785862107816106
2004-06-03,0.07422561408294245
2004-06-04,0.07407341520447029
2004-06-07,0.07080805744815849
2004-06-08,0.06765931961171495
2004-06-09,0.06315660473951261
2004-06-10,0.06354402006653266
2004-06-11,0.06374563416528799
2004-06-14,0.058780392831235186
2004-06-15,0.06263280340451104
2004-06-16,0.06385632425872227
2004-06-17,0.05899584319166978
2004-06-18,0.056406485648831745
2004-06-21,0.05759047432681648
2004-06-22,0.05966393696989825
2004-06-23,0.057774298946269835
2004-06-24,0.05571467256486738
2004-06-25,0.05216863635734716
2004-06-28,0.049707758387245345
2004-06-29,0.05269441430116006
2004-06-30,0.05148077649100545
2004-07-01,0.05818345697021451
2004-07-02,0.05868749221710282
2004-07-05,0.05898003032117918
2004-07-06,0.05994066220348397
2004-07-07,0.05783359721060963
2004-07-08,0.05830995993413939
2004-07-09,0.057100275341607436
2004-07-12,0.05240978263232904
2004-07-13,0.05312926823965195
2004-07-14,0.053516683566672
2004-07-15,0.05652705878632266
2004-07-16,0.06221771555413239
2004-07-19,0.06255373905205795
2004-07-20,0.06084990225669431
2004-07-21,0.06080641686284511
2004-07-22,0.05531144436735669
2004-07-23,0.05605069606279289
2004-07-26,0.053218215636161664
2004-07-27,0.05245326802617823
2004-07-28,0.05366295261871019
2004-07-29,0.05655868452730391
2004-07-30,0.05349691747855875
2004-08-02,0.051889934514950074
2004-08-03,0.05051223817345532
2004-08-04,0.05643613478100162
2004-08-05,0.053522613393105975
2004-08-06,0.05340994669086036
2004-08-09,0.05444568970799559
2004-08-10,0.05545573681058354
2004-08-11,0.05298299918761377
2004-08-12,0.05075733766605984
2004-08-13,0.05123567699840093
2004-08-16,0.049330226104281914
2004-08-17,0.050300741030643366
2004-08-18,0.05016633163147314
2004-08-19,0.04766987470276746
2004-08-20,0.04787346541033412
2004-08-23,0.04529992073798668
2004-08-24,0.047713360096616655
2004-08-25,0.04694445926901053
2004-08-26,0.04604905547747951
2004-08-27,0.04372456351535924
2004-08-30,0.04354666872233982
2004-08-31,0.047031430056708914
2004-09-01,0.043886645437888026
2004-09-02,0.04493622471670253
2004-09-03,0.044574505304229746
2004-09-06,0.043809557694246305
2004-09-07,0.044167323889096444
2004-09-08,0.042216410992316905
2004-09-09,0.03845097120673944
2004-09-10,0.038962912888873075
2004-09-13,0.0346361162008788
2004-09-14,0.040595591767028975
2004-09-15,0.049069313741186796
2004-09-16,0.05136810978875984
2004-09-17,0.0582585681050449
2004-09-20,0.06603850038642704
2004-09-21,0.06432478054700673
2004-09-22,0.059709398972558725
2004-09-23,0.06718493349699656
2004-09-24,0.06284430054732298
2004-09-27,0.06127882636875218
2004-09-28,0.06291743507334206
2004-09-29,0.06048027640897618
2004-09-30,0.05757663806513716
2004-10-08,0.06204179736992434
2004-10-11,0.06093884965320397
2004-10-12,0.05643613478100162
2004-10-13,0.05656066113611523
2004-10-14,0.04785369932222087
2004-10-15,0.04815216725273121
2004-10-18,0.04851388666520399
2004-10-19,0.04914047165839458
2004-10-20,0.048401219962958375
2004-10-21,0.04584546476991286
2004-10-22,0.04844865857443022
2004-10-25,0.04569128928262938
